#complex,groundtruth,simcomplex,simground,z3res,verificationtime
-1*x+(~(x&y))+(~(x&~x))-2*(x|~y)-1*(~(x^y))+~x-1*(x|y)-1*y-2*~y+1*(~(x|y))-2*(~(x|~y))+4*(x&~y)+4*(x&y),-(~(x&~y)),-1*~(x&~y),-1*~(x&~y),True,0.009282588958740234
(~(x&y))-1*(~(x&~x))+y-1*~y+(x^y)+(x|y)-4*(~(x|~y))-1*(x&~y)-2*(x&y),-(~(x&~y)),-1*~(x&~y),-1*~(x&~y),True,0.009296178817749023
(~(x&~x))-1*x+~y+(~(x&y))+y+~x-1*(~(x&~y))+(x|y)-3*(~(x|y))-6*(~(x|~y))-5*(x&~y)-1*(x&y),-2*(x^y),-2*(x^y),-2*(x^y),True,0.009181976318359375
(x|~y)+(x^y)-4*(~(x&y))-1*(x|y)+~x-1*(~(x&~x))-1*y+~y+3*(~(x|y))+6*(~(x|~y))+3*(x&~y)+3*(x&y),1*(~(x&~y)),1*~(x&~y),1*~(x&~y),True,0.00923466682434082
-1*(x^y)+2*(~(x&~y))+2*(~(x&y))+2*(~(x^y))-1*~y+(x|y)+(~(x&~x))-1*(x|~y)+y-4*(~(x|y))-5*(~(x|~y))-1*(x&~y)-6*(x&y),1*~x,1*~x,1*~x,True,0.00919795036315918
-1*(~(x&~x))-2*~y-1*x-1*y+(x|y)+(x|~y)-1*(~(x&~y))+5*(~(x|y))+4*(~(x|~y))+3*(x&~y)+2*(x&y),1*(~(x&y))+1*~x,2*~(x|y)+2*~(x|~y)+1*(x&~y),2*~(x|y)+2*~(x|~y)+1*(x&~y),True,0.009568214416503906
2*(x^y)-1*~x-4*(~(x^y))-1*~y+2*(~(x&~x))-1*x+2*(~(x&y))+2*(~(x|y))-4*(~(x|~y))-3*(x&~y)+4*(x&y),1*(x|y),1*(x|y),1*(x|y),True,0.00921940803527832
~x-1*(x|~y)-1*(x|y)-2*(~(x^y))+(x^y)-3*(~(x|~y))-1*(x&~y)+2*(x&y),-2*(~(x&~x)),2,2,True,0.009047508239746094
-1*~y+y-1*(~(x&~x))-1*(~(x&y))+(~(x^y))-2*(x|~y)-1*x+~x+3*(~(x|y))-1*(~(x|~y))+5*(x&~y)+3*(x&y),1*(x|y)-2*(x^y),-1*~(x|~y)-1*(x&~y)+1*(x&y),-1*~(x|~y)-1*(x&~y)+1*(x&y),True,0.009802103042602539
(~(x^y))-1*~x+~y+(x|y)+(~(x&y))-1*(~(x|y))-2*(~(x|~y))-2*(x&~y)-2*(x&y),1*(x|~y)-y,1*~(x|y)-1*~(x|~y)+1*(x&~y),1*~(x|y)-1*~(x|~y)+1*(x&~y),True,0.009852170944213867
2*(x|y)+(~(x^y))-1*(x^y)+(~(x&~x))+x-1*(~(x|y))-4*(~(x|~y))-2*(x&~y)-7*(x&y),1*~y-2*y,1*~(x|y)-2*~(x|~y)+1*(x&~y)-2*(x&y),1*~(x|y)-2*~(x|~y)+1*(x&~y)-2*(x&y),True,0.009958744049072266
-1*(x|~y)-1*~x-2*(~(x&~x))-1*x-2*(x^y)-1*(~(x^y))+5*(~(x|y))+7*(~(x|~y))+8*(x&~y)+7*(x&y),2*(x|y),2*(x|y),2*(x|y),True,0.009308815002441406
2*x-1*(~(x&~x))+(~(x^y))+y-1*(x|~y)+4*(x|y)+4*(~(x|y))-1*(~(x|~y))-1*(x&~y)-6*(x&y),3*(~(x&y)),3*~(x&y),3*~(x&y),True,0.00947427749633789
-2*(x^y)+2*(~(x^y))-1*(x|y)-2*~y+2*~x+(~(x&~y))+(x|~y)-3*(~(x|y))+1*(~(x|~y))+5*(x&~y)-2*(x&y),1*(~(x&~x)),-1,-1,True,0.009060382843017578
-1*x+~x+~y+(~(x&~x))+2*(x^y)-1*(x|y)+2*(~(x&~y))+(~(x^y))-5*(~(x|y))-5*(~(x|~y))-1*(x&~y)-1*(x&y),1*(x|~y),1*(x|~y),1*(x|~y),True,0.009272336959838867
-1*(~(x&~x))-2*(~(x&~y))-1*(~(x^y))-2*(x|y)+(x|~y)-1*~y+4*(~(x|y))+6*(~(x|~y))+4*(x&~y)+5*(x&y),1*(x^y),1*(x^y),1*(x^y),True,0.00930643081665039
~y+(~(x&~y))+2*x+(x|y)-1*~x+2*(~(x|y))+1*(~(x|~y))-1*(x&~y)-3*(x&y),2*(~(x&y))+1*(x|~y),3*~(x|y)+2*~(x|~y)+3*(x&~y)+1*(x&y),3*~(x|y)+2*~(x|~y)+3*(x&~y)+1*(x&y),True,0.009880304336547852
(x|y)-1*(x^y)+(~(x&~y))-1*(x|~y)-1*x+y+1*(~(x|y))-2*(~(x|~y))+2*(x&~y),1*(~(x^y)),1*~(x^y),1*~(x^y),True,0.009387969970703125
-1*(~(x&y))+2*(x|~y)-1*(x|y)-2*y-1*(x^y)+~y-1*(~(x|y))+7*(~(x|~y)),-(~(x^y))+2*~x,1*~(x|y)+2*~(x|~y)-1*(x&y),1*~(x|y)+2*~(x|~y)-1*(x&y),True,0.009676933288574219
2*~y+(x|~y)+y-2*(x^y)-1*(x|y)+(~(x&~x))+(~(x&~y))-1*~x-5*(~(x|y))-2*(x&~y)-3*(x&y),-(~(x&y)),-1*~(x&y),-1*~(x&y),True,0.009423971176147461
-1*(~(x&y))+(~(x&~y))+4*(~(x^y))-1*y-1*(x|y)-5*(~(x|y))+2*(~(x|~y))+2*(x&~y)-3*(x&y),1*x-(x|~y),-1*~(x|y),-1*~(x|y),True,0.009393930435180664
-1*(~(x^y))-1*x-2*(~(x&~y))+(~(x&~x))-1*(x|y)+(~(x&y))-1*~x-1*y+~y+2*(~(x|y))+3*(~(x|~y))+6*(x&y),1*(x|~y),1*(x|~y),1*(x|~y),True,0.009415864944458008
(~(x&y))+2*(~(x^y))-2*(x|y)-2*(x^y)+y-1*~y+(~(x&~x))-1*(x|~y)+3*(~(x|y))+6*(~(x|~y))+4*(x&~y)-1*(x&y),5*~x,5*~x,5*~x,True,0.009323596954345703
y-1*(x|~y)-2*(x|y)+5*~y+(~(x&y))+(~(x^y))-5*(~(x|y))+2*(~(x|~y))-2*(x&~y)+1*(x&y),1*~x+1*(x^y),1*~(x|y)+2*~(x|~y)+1*(x&~y),1*~(x|y)+2*~(x|~y)+1*(x&~y),True,0.009718179702758789
-2*(~(x&~y))+(x^y)-2*y+4*~y-3*(~(x|y))+2*(~(x|~y))-3*(x&~y)+7*(x&y),3*x-(~(x&y)),-1*~(x|y)-1*~(x|~y)+2*(x&~y)+3*(x&y),-1*~(x|y)-1*~(x|~y)+2*(x&~y)+3*(x&y),True,0.009943962097167969
2*(x|~y)-1*(x|y)-2*x+2*(~(x^y))-2*~x-1*(~(x&y))-1*(~(x&~x))-2*y-2*(~(x|y))+6*(~(x|~y))+4*(x&~y),-2*(~(x&~y))+1*(x^y),-2*~(x|y)-1*~(x|~y)+1*(x&~y)-2*(x&y),-2*~(x|y)-1*~(x|~y)+1*(x&~y)-2*(x&y),True,0.009869813919067383
y+x-2*(x|~y)+2*~y+(~(x&~x))-2*~x+2*(~(x^y))-2*(~(x|y))-2*(~(x|~y))-4*(x&~y)-4*(x&y),-(x|y)-(~(x&y)),-1*~(x|y)-2*~(x|~y)-2*(x&~y)-1*(x&y),-1*~(x|y)-2*~(x|~y)-2*(x&~y)-1*(x&y),True,0.009862899780273438
-2*~x+~y-1*(~(x&y))-1*(~(x&~y))+2*(x^y)+3*(~(x|y))+3*(~(x|~y))-1*(x&~y)+2*(x&y),1*(x|y),1*(x|y),1*(x|y),True,0.009279489517211914
~x+2*~y+x+y-2*(~(x^y))-1*(~(x&~x))+2*(x^y)-1*(x|y)-2*(~(x|~y))-2*(x&~y)+1*(x&y),1*(~(x&y))-(~(x&~y)),1*(x&~y)-1*(x&y),1*(x&~y)-1*(x&y),True,0.009560823440551758
-1*(~(x^y))+(~(x&y))+(x^y)+(~(x&~y))-2*x-1*(x|~y)+~x-1*(~(x|y))-3*(~(x|~y))+2*(x&~y)+4*(x&y),1*(x|y),1*(x|y),1*(x|y),True,0.009357213973999023
-1*~y-1*(~(x&y))-2*x-2*y-1*(x^y)+(~(x&~y))+2*(~(x|y))+2*(~(x|~y))+6*(x&~y)+4*(x&y),-(~(x&~x))+2*(x|~y),1*~(x|y)-1*~(x|~y)+1*(x&~y)+1*(x&y),1*~(x|y)-1*~(x|~y)+1*(x&~y)+1*(x&y),True,0.009927511215209961
x+2*(x^y)-5*(~(x&~x))+~x+(~(x^y))+(x|~y)+(~(x&~y))-1*(~(x&y))+1*(~(x|y))+1*(~(x|~y)),-(x|y)-~y,-1*~(x|y)-1*~(x|~y)-2*(x&~y)-1*(x&y),-1*~(x|y)-1*~(x|~y)-2*(x&~y)-1*(x&y),True,0.009862184524536133
-2*(~(x&y))-2*~y-2*~x+(~(x^y))-2*x-1*y-1*(x|y)+(x|~y)+6*(~(x|y))+8*(~(x|~y))+7*(x&~y)+4*(x&y),1*(~(x&~x))+1*(~(x&~y)),2*~(x|y)+2*~(x|~y)+1*(x&~y)+2*(x&y),2*~(x|y)+2*~(x|~y)+1*(x&~y)+2*(x&y),True,0.00985097885131836
2*(~(x&y))+(x|y)+x-1*(x|~y)+~x-1*(~(x&~y))+2*~y-4*y+1*(~(x|y))+4*(~(x|~y))-2*(x&~y)+8*(x&y),-(x^y)+4*(~(x&~x)),4*~(x|y)+3*~(x|~y)+3*(x&~y)+4*(x&y),4*~(x|y)+3*~(x|~y)+3*(x&~y)+4*(x&y),True,0.009832143783569336
-1*(~(x^y))+~x-1*x-1*(x^y)+(x|~y)-2*~y-1*(x|y)+2*(~(x|~y))+3*(x&~y)+4*(x&y),2*y-(~(x&y)),-1*~(x|y)+1*~(x|~y)-1*(x&~y)+2*(x&y),-1*~(x|y)+1*~(x|~y)-1*(x&~y)+2*(x&y),True,0.009869813919067383
(~(x&~y))-1*(~(x^y))-1*(x|y)-1*~x+(~(x&~x))+(~(x&y))-1*(x^y)+2*~y-2*(~(x|y))-2*(~(x|~y))-1*(x&~y)-1*(x&y),1*(x|~y)-2*y,1*~(x|y)-2*~(x|~y)+1*(x&~y)-1*(x&y),1*~(x|y)-2*~(x|~y)+1*(x&~y)-1*(x&y),True,0.009999752044677734
-1*(~(x&~x))+(~(x&~y))-1*(x^y)-1*y-1*~x+x+2*~y-1*(x|y)+4*(~(x|~y))+1*(x&~y)+2*(x&y),1*(x|~y),1*(x|~y),1*(x|~y),True,0.009331941604614258
-2*(~(x&~x))+(x^y)+2*(~(x&~y))+y-1*(~(x^y))-1*(x|~y)+4*(~(x|y))+5*(x&~y)+4*(x&y),3*x+2*~x,2*~(x|y)+2*~(x|~y)+3*(x&~y)+3*(x&y),2*~(x|y)+2*~(x|~y)+3*(x&~y)+3*(x&y),True,0.009997367858886719
-1*(~(x&~y))+(~(x^y))-1*(~(x&y))-2*(x|~y)+(~(x&~x))+x-1*~x+y+5*(~(x|y))-1*(~(x|~y))+1*(x&~y)-3*(x&y),-2*(x|y)+2*~y,2*~(x|y)-2*~(x|~y)-2*(x&y),2*~(x|y)-2*~(x|~y)-2*(x&y),True,0.009859561920166016
~y-1*~x-1*(~(x^y))-1*(~(x&~y))-4*(x^y)-1*(~(x&y))-2*(~(x&~x))+(x|~y)-1*(x|y)+4*(~(x|y))+9*(~(x|~y))+6*(x&~y)+3*(x&y),-y,-1*y,-1*y,True,0.009400129318237305
-5*~y-1*x-1*~x+2*(x|y)-2*(~(x&~x))-1*(~(x&~y))+(x^y)+(~(x&y))+8*(~(x|y))+1*(~(x|~y))+4*(x&~y)+3*(x&y),1*y,1*y,1*y,True,0.009330987930297852
-1*(x|~y)-1*~x-2*y+(~(x^y))-5*(x^y)+~y-4*(~(x&~x))+3*(x|y)+3*(~(x|y))+8*(~(x|~y))+3*(x&~y)+1*(x&y),-(~(x&y))-2*x,-1*~(x|y)-1*~(x|~y)-3*(x&~y)-2*(x&y),-1*~(x|y)-1*~(x|~y)-3*(x&~y)-2*(x&y),True,0.009833097457885742
-1*y-1*(~(x&~x))-1*~y+(x^y)+(x|~y)+(~(x&~y))-1*(x|y)-1*x+(~(x^y))+2*(~(x|~y))+3*(x&~y)+1*(x&y),1*(~(x&y)),1*~(x&y),1*~(x&y),True,0.009439706802368164
(~(x^y))+(x|y)+(~(x&~x))+y-1*(x^y)+(~(x&y))+2*~x-2*(x|~y)-3*(~(x|y))-6*(~(x|~y))+1*(x&~y)-3*(x&y),-(~(x&~y))+1*~y,-1*~(x|~y)+1*(x&~y)-1*(x&y),-1*~(x|~y)+1*(x&~y)-1*(x&y),True,0.009764432907104492
2*y-1*(x|y)+2*x-1*(~(x&~x))-1*(~(x&~y))-2*(x^y)+3*(~(x|y))+3*(~(x|~y))+3*(x&~y)-1*(x&y),1*~y,1*~y,1*~y,True,0.009207487106323242
2*(~(x&~x))-2*~x-1*(~(x&~y))+~y-1*(~(x&y))+2*(x|y)+x-5*(x&~y)-5*(x&y),-(~(x^y)),-1*~(x^y),-1*~(x^y),True,0.00928354263305664
(x|y)-1*(~(x&~x))+(~(x&y))-1*~y+(x|~y)-1*(~(x&~y))+(~(x^y))+(x^y)-2*(x&~y),1*y,1*y,1*y,True,0.009278297424316406
-1*(~(x&y))+y-2*(~(x^y))+2*x+(~(x&~y))-2*(x|y)+~x-1*(~(x&~x))+4*(~(x|y))-1*(~(x|~y))+2*(x&~y)+3*(x&y),2*(x|~y)-2*(x^y),2*~(x|y)-2*~(x|~y)+2*(x&y),2*~(x|y)-2*~(x|~y)+2*(x&y),True,0.00972890853881836
(~(x&~y))-1*(~(x&y))-1*(~(x&~x))+~y-3*~x+y+3*(~(x|y))+3*(~(x|~y))+2*(x&~y),1*x,1*x,1*x,True,0.009222745895385742
-1*(~(x^y))-5*(~(x&~y))+2*(x|~y)-1*(x^y)+(x|y)+x+3*(~(x|y))+9*(~(x|~y))-4*(x&~y)+6*(x&y),-~y+4*y,-1*~(x|y)+4*~(x|~y)-1*(x&~y)+4*(x&y),-1*~(x|y)+4*~(x|~y)-1*(x&~y)+4*(x&y),True,0.009826421737670898
-1*(x^y)-2*(x|y)+(x|~y)+(~(x&~x))+4*(~(x|~y))+1*(x&~y)+1*(x&y),1*(~(x&~y))+1*~x,2*~(x|y)+2*~(x|~y)+1*(x&y),2*~(x|y)+2*~(x|~y)+1*(x&y),True,0.009652853012084961
2*(~(x&y))-4*(~(x^y))-1*x-2*(x^y)-1*(~(x&~y))+~y+~x-2*(~(x|y))-3*(~(x|~y))-3*(x&~y)+3*(x&y),-3*(~(x&~x)),3,3,True,0.009111881256103516
-2*(x^y)-1*x-1*(~(x^y))-1*(x|~y)+2*(~(x|y))+2*(~(x|~y))+4*(x&~y)+4*(x&y),1*(~(x&~x))-(~(x&y)),1*(x&y),1*(x&y),True,0.00933527946472168
-1*(~(x&y))-1*~y-1*(~(x&~x))+~x-1*(x|~y)+3*(x|y)-1*(~(x&~y))+4*(~(x|y))+1*(~(x|~y))+2*(x&~y)+1*(x&y),1*(x^y)+1*y,2*~(x|~y)+1*(x&~y)+1*(x&y),2*~(x|~y)+1*(x&~y)+1*(x&y),True,0.009790658950805664
(x|y)+~x+2*y-1*x-1*(x|~y)-1*(x^y)-1*(~(x&y))+(~(x&~x))+2*~y-1*(~(x|~y)),2*(~(x&~y)),2*~(x&~y),2*~(x&~y),True,0.00950479507446289
-1*y+2*x+(~(x&y))+(~(x^y))+(~(x&~y))-2*(x|y)-1*~x+(~(x&~x))+2*(x|~y)-5*(~(x|y))-5*(x&~y)-4*(x&y),-(x^y),-1*(x^y),-1*(x^y),True,0.009543180465698242
-1*(~(x^y))-5*(~(x&~y))+2*(x|~y)-1*(x^y)+(x|y)+x+3*(~(x|y))+9*(~(x|~y))-4*(x&~y)+6*(x&y),-~y+4*y,-1*~(x|y)+4*~(x|~y)-1*(x&~y)+4*(x&y),-1*~(x|y)+4*~(x|~y)-1*(x&~y)+4*(x&y),True,0.00999140739440918
2*(x^y)-1*~x+~y+(~(x&~x))+2*(~(x&~y))-1*(x|~y)-2*x+(x|y)-1*(~(x|y))-5*(~(x|~y))-2*(x&~y),1*(~(x^y)),1*~(x^y),1*~(x^y),True,0.009393453598022461
~x-1*y+(x|~y)-1*(~(x^y))+(x^y)+~y-1*(~(x&~x))+(x|y)-2*(~(x|y))-2*(~(x|~y))-2*(x&~y)-1*(x&y),-2*(~(x&~y))+1*(~(x&y)),-1*~(x|y)-1*~(x|~y)+1*(x&~y)-2*(x&y),-1*~(x|y)-1*~(x|~y)+1*(x&~y)-2*(x&y),True,0.009846210479736328
-1*x-1*(x^y)-2*(~(x&~x))+(x|y)+5*(~(x|y))+3*(~(x|~y))+5*(x&~y)+4*(x&y),1*~x+2*(x|~y),3*~(x|y)+1*~(x|~y)+2*(x&~y)+2*(x&y),3*~(x|y)+1*~(x|~y)+2*(x&~y)+2*(x&y),True,0.009815454483032227
-1*(~(x&y))+2*y-1*~x+(~(x^y))-1*(x|y)+(x|~y)-1*(~(x|y))-1*(~(x|~y))-1*(x&~y)-4*(x&y),-(x^y)-(~(x&~x)),-1*~(x|y)-2*~(x|~y)-2*(x&~y)-1*(x&y),-1*~(x|y)-2*~(x|~y)-2*(x&~y)-1*(x&y),True,0.010001897811889648
(x^y)-1*x+(~(x^y))-2*y+2*(~(x&y))-1*(~(x&~y))-1*(~(x&~x))-1*(x|y)+2*(~(x|~y))+1*(x&~y)+6*(x&y),1*(x|~y),1*(x|~y),1*(x|~y),True,0.009391069412231445
~y+5*(x|~y)-1*x-1*(~(x&~x))-1*(x^y)-1*(~(x&~y))-1*(~(x^y))-3*(~(x|y))+3*(~(x|~y))-4*(x&~y)-1*(x&y),1*y-(x|y),-1*(x&~y),-1*(x&~y),True,0.009361743927001953
(~(x&~x))+y-2*(x^y)-1*~y+x-1*(~(x&~y))-2*~x-3*(~(x|y))-2*(~(x|~y))-4*(x&~y)-3*(x&y),-5*(~(x&y))-(~(x^y)),-6*~(x|y)-5*~(x|~y)-5*(x&~y)-1*(x&y),-6*~(x|y)-5*~(x|~y)-5*(x&~y)-1*(x&y),True,0.00990748405456543
2*x-1*(~(x&~x))+(~(x^y))+y-1*(x|~y)+4*(x|y)+4*(~(x|y))-1*(~(x|~y))-1*(x&~y)-6*(x&y),3*(~(x&y)),3*~(x&y),3*~(x&y),True,0.009467124938964844
x+2*(~(x^y))+(x|y)-1*~x+(x^y)-1*(~(x&y))-1*(~(x&~x))-1*(~(x&~y))+1*(~(x|y))+3*(~(x|~y))-2*(x&~y)-2*(x&y),1*y-(x|~y),-1*~(x|y)+1*~(x|~y)-1*(x&~y),-1*~(x|y)+1*~(x|~y)-1*(x&~y),True,0.009900093078613281
-1*(x|~y)+(~(x^y))+~x-1*(x^y)+(~(x&~y))-1*(~(x&~x))+(x|y)-2*(~(x|y))-3*(~(x|~y))+1*(x&~y)-1*(x&y),1*~y-2*(~(x&y)),-1*~(x|y)-2*~(x|~y)-1*(x&~y),-1*~(x|y)-2*~(x|~y)-1*(x&~y),True,0.009888172149658203
-1*x-1*(x|y)-2*y-1*(~(x&y))-2*(~(x&~y))+~x-1*(x|~y)-1*(x^y)-1*~y+3*(~(x|y))+6*(~(x|~y))+6*(x&~y)+6*(x&y),-(~(x^y)),-1*~(x^y),-1*~(x^y),True,0.009494304656982422
-1*~y-1*(x|y)+x-1*(~(x^y))+(~(x&~y))-1*(x^y)-1*(~(x|y))-1*(x&y),-(~(x&y))-(x|~y),-2*~(x|y)-1*~(x|~y)-2*(x&~y)-1*(x&y),-2*~(x|y)-1*~(x|~y)-2*(x&~y)-1*(x&y),True,0.010050773620605469
-1*y-1*(~(x&~x))+2*x-1*(~(x^y))+(x|~y)-2*(x^y)+2*(x|y)+2*~y+1*(~(x|y))+4*(~(x|~y))-3*(x&~y)-2*(x&y),1*~x+1*(~(x&y)),2*~(x|y)+2*~(x|~y)+1*(x&~y),2*~(x|y)+2*~(x|~y)+1*(x&~y),True,0.00977635383605957
~y-2*(x|y)+(~(x&y))-2*x-1*(x^y)-1*y+3*(~(x|~y))+3*(x&~y)+7*(x&y),2*(~(x^y)),2*~(x^y),2*~(x^y),True,0.009476423263549805
(~(x^y))-2*y-1*(~(x&~y))+4*(~(x&y))-7*(~(x|y))-2*(~(x|~y))-7*(x&~y)+1*(x&y),-2*~y-(~(x&~x)),-3*~(x|y)-1*~(x|~y)-3*(x&~y)-1*(x&y),-3*~(x|y)-1*~(x|~y)-3*(x&~y)-1*(x&y),True,0.010021209716796875
-1*(x|~y)+(~(x^y))+2*(~(x&~y))-1*~x+2*(x^y)-2*y-1*(~(x&~x))+3*x-1*(~(x|y))-3*(x&~y)-1*(x&y),-(~(x&y))+1*(x|y),-1*~(x|y)+1*(x&y),-1*~(x|y)+1*(x&y),True,0.009668588638305664
-1*~x+(x|y)+(x|~y)+(~(x&~x))+(~(x&~y))-1*~y+x-2*(~(x|y))-3*(~(x|~y))-4*(x&~y)-5*(x&y),-(~(x&y)),-1*~(x&y),-1*~(x&y),True,0.0093231201171875
(x^y)-1*(~(x&~y))-1*(~(x&y))+(~(x&~x))+x+~y+(x|y)+2*(~(x^y))-1*(~(x|y))-1*(~(x|~y))-3*(x&~y)-3*(x&y),1*(x|~y),1*(x|~y),1*(x|~y),True,0.009399652481079102
2*~y+(x|y)-1*(x|~y)-1*(~(x|y))+1*(~(x|~y))-2*(x&~y)+2*(x&y),2*y,2*y,2*y,True,0.00928497314453125
-1*~y+(~(x^y))-1*y+x-1*(x|~y)+2*~x+(~(x&y))-1*(~(x&~y))-2*(x^y)-1*(~(x|y))+1*(x&~y),-(x|y),-1*(x|y),-1*(x|y),True,0.009257078170776367
(~(x&~x))-2*x-2*(x^y)-1*(~(x&y))-2*y+2*(x|y)+~y+(~(x^y))+2*(x|~y)-6*(~(x|y))-1*(x&~y)-2*(x&y),-2*~x,-2*~x,-2*~x,True,0.009174346923828125
(~(x&~x))+(~(x&~y))+(x^y)-1*~x+2*(~(x&y))+(x|y)-2*(~(x|y))-5*(~(x|~y))-5*(x&~y)-2*(x&y),1*(~(x^y)),1*~(x^y),1*~(x^y),True,0.009337902069091797
(~(x&~y))-5*(~(x&y))-1*(x^y)+2*(~(x^y))+5*(~(x&~x))+~y+x-1*(x|~y)-2*~x-1*(~(x|y))+1*(~(x|~y))-9*(x&y),-y,-1*y,-1*y,True,0.009209632873535156
-1*y-2*~x+~y-1*(x^y)-1*(~(x&~x))+2*(~(x&~y))-1*(~(x&y))+3*(~(x^y))-1*(x|y)-2*(~(x|y))+5*(~(x|~y))+2*(x&~y)-3*(x&y),-x,-1*x,-1*x,True,0.009292125701904297
-1*(~(x^y))+2*(~(x&y))-1*(x^y)-1*(x|~y)-1*(~(x&~x))-1*~x-2*(~(x&~y))-1*y+3*(~(x|y))+5*(~(x|~y))+1*(x&~y)+7*(x&y),-~y+1*(x|y),-1*~(x|y)+1*~(x|~y)+1*(x&y),-1*~(x|y)+1*~(x|~y)+1*(x&y),True,0.009748458862304688
-1*(x|y)+(~(x&~y))+2*y-2*~y-1*~x-1*(~(x&~x))+(~(x^y))+x+2*(~(x|y))-1*(~(x|~y))+3*(x&~y)-2*(x&y),-(~(x&y))+1*(x|~y),-1*~(x|~y)+1*(x&y),-1*~(x|~y)+1*(x&y),True,0.009615421295166016
(~(x^y))+(~(x&y))+2*x+(~(x&~y))-3*(~(x|y))-2*(~(x|~y))-3*(x&~y)-6*(x&y),2*~y-2*(x|~y),-2*(x&y),-2*(x&y),True,0.009400606155395508
(~(x&y))-1*(x|y)+~x+(~(x^y))+2*(~(x&~y))+x-1*(x^y)+~y-2*(~(x|y))-2*(~(x|~y))+3*(x&~y)+1*(x&y),4*(x|~y),4*(x|~y),4*(x|~y),True,0.009407758712768555
-1*(x|y)-2*(x^y)+~y+(~(x&~y))-1*(x|~y)-1*~x+(~(x&y))+y+2*(~(x|~y))+4*(x&~y)+2*(x&y),1*x+1*(~(x&~x)),1*~(x|y)+1*~(x|~y)+2*(x&~y)+2*(x&y),1*~(x|y)+1*~(x|~y)+2*(x&~y)+2*(x&y),True,0.009889602661132812
2*(x|~y)+(x|y)+3*~y+(~(x&y))+(~(x&~x))-8*(~(x|y))-2*(~(x|~y))-6*(x&~y)-4*(x&y),2*(x^y)-~x,-1*~(x|y)+1*~(x|~y)+2*(x&~y),-1*~(x|y)+1*~(x|~y)+2*(x&~y),True,0.009765625
(~(x&~y))-1*(~(x&y))+2*y+(~(x&~x))-2*~y-1*(~(x^y))-1*(x|~y)+4*x+3*(~(x|y))-1*(~(x|~y))+1*(x&~y)-4*(x&y),2*(x|y),2*(x|y),2*(x|y),True,0.009403705596923828
2*(~(x^y))-2*(x|y)-2*(~(x&~x))+(~(x&~y))+(~(x&y))+(x|~y)-3*(~(x|y))+2*(~(x|~y))+3*(x&~y)-1*(x&y),1*(x^y)-y,1*(x&~y)-1*(x&y),1*(x&~y)-1*(x&y),True,0.009653806686401367
-1*(x|~y)-2*(~(x&~y))-1*(x|y)+(~(x&y))-1*x+4*(~(x|y))+2*(~(x|~y))+3*(x&~y)+6*(x&y),1*(~(x^y))+1*~y,2*~(x|y)+1*(x&~y)+1*(x&y),2*~(x|y)+1*(x&~y)+1*(x&y),True,0.009802818298339844
~x-1*(~(x^y))-1*(~(x&y))-1*(x|~y)+y-1*~y-2*(x^y)+2*(~(x|y))+2*(~(x|~y))+7*(x&~y)+2*(x&y),-(~(x&~y))+2*(x|y),-1*~(x|y)+1*~(x|~y)+2*(x&~y)+1*(x&y),-1*~(x|y)+1*~(x|~y)+2*(x&~y)+1*(x&y),True,0.009929895401000977
-1*(x|y)+2*~y+(~(x&y))+2*(~(x&~y))-2*(~(x^y))+(x|~y)-1*(~(x&~x))+y-3*(~(x|y))-1*(~(x|~y))+1*(x&~y)+2*(x&y),2*x+1*(x^y),1*~(x|~y)+3*(x&~y)+2*(x&y),1*~(x|~y)+3*(x&~y)+2*(x&y),True,0.009795427322387695
-2*(x|~y)-2*(~(x^y))-1*(~(x&~x))+2*(~(x&y))-1*~y-1*~x-1*y+5*(~(x|y))+3*(~(x|~y))+3*(x&~y)+5*(x&y),2*(x^y)-x,2*~(x|~y)+1*(x&~y)-1*(x&y),2*~(x|~y)+1*(x&~y)-1*(x&y),True,0.009833335876464844
-1*~x-1*x+2*(x|y)+(~(x&y))+(x^y)-1*y-1*(~(x&~x))-5*~y+5*(~(x|y))-3*(~(x|~y))+3*(x&~y),1*(~(x^y))-2*(~(x&~y)),-1*~(x|y)-2*~(x|~y)-1*(x&y),-1*~(x|y)-2*~(x|~y)-1*(x&y),True,0.009851932525634766
-3*(~(x^y))-5*(x|y)-1*(~(x&y))-3*(~(x&~y))-1*(x^y)+(x|~y)-1*x+(~(x&~x))+4*(~(x|y))+8*(~(x|~y))+6*(x&~y)+10*(x&y),-~x,-1*~x,-1*~x,True,0.009313106536865234
-1*~y+x-1*(~(x&~x))-1*(~(x&y))+(~(x^y))-2*~x+4*(~(x|y))+2*(~(x|~y))+1*(x&~y)-2*(x&y),-(x^y)-y,-2*~(x|~y)-1*(x&~y)-1*(x&y),-2*~(x|~y)-1*(x&~y)-1*(x&y),True,0.009857654571533203
-1*(~(x&~y))-1*(~(x^y))+(x|~y)-1*(x|y)-1*(~(x&y))-1*~y+2*(x^y)+y+4*(~(x|y))+1*(~(x|~y))-1*(x&~y),1*~x-x,1*~(x|y)+1*~(x|~y)-1*(x&~y)-1*(x&y),1*~(x|y)+1*~(x|~y)-1*(x&~y)-1*(x&y),True,0.009928226470947266
-2*(x^y)+(~(x&y))+x+(x|y)+2*(~(x&~x))-1*(x|~y)-2*(~(x|y))-1*(~(x|~y))-2*(x&~y)-2*(x&y),1*y,1*y,1*y,True,0.009331226348876953
