#complex,groundtruth,simplifiedcomplex,simplifiedgroundtruth,z3flag,simtime
(x^y)-2*~x-5*y+(~(x^y))-1*(~(x&y))+2*~y+2*(x|y)-1*x-1*(~(x|y))+4*(~(x|~y))-4*(x&~y)+2*(x&y),-(~(x&~x)),1,1,True,0.0007867813110351562
-1*x+(~(x&y))+(~(x&~x))-2*(x|~y)-1*(~(x^y))+~x-1*(x|y)-1*y-2*~y+1*(~(x|y))-2*(~(x|~y))+4*(x&~y)+4*(x&y),-(~(x&~y)),-1*~(x&~y),-1*~(x&~y),True,0.000885009765625
(~(x&y))-1*(~(x&~x))+y-1*~y+(x^y)+(x|y)-4*(~(x|~y))-1*(x&~y)-2*(x&y),-(~(x&~y)),-1*~(x&~y),-1*~(x&~y),True,0.0007648468017578125
(~(x&~x))-1*x+~y+(~(x&y))+y+~x-1*(~(x&~y))+(x|y)-3*(~(x|y))-6*(~(x|~y))-5*(x&~y)-1*(x&y),-2*(x^y),-2*(x^y),-2*(x^y),True,0.0008187294006347656
(x|~y)+(x^y)-4*(~(x&y))-1*(x|y)+~x-1*(~(x&~x))-1*y+~y+3*(~(x|y))+6*(~(x|~y))+3*(x&~y)+3*(x&y),1*(~(x&~y)),1*~(x&~y),1*~(x&~y),True,0.0008225440979003906
-1*(x^y)+2*(~(x&~y))+2*(~(x&y))+2*(~(x^y))-1*~y+(x|y)+(~(x&~x))-1*(x|~y)+y-4*(~(x|y))-5*(~(x|~y))-1*(x&~y)-6*(x&y),1*~x,1*~x,1*~x,True,0.0008521080017089844
-1*(~(x&~x))-2*~y-1*x-1*y+(x|y)+(x|~y)-1*(~(x&~y))+5*(~(x|y))+4*(~(x|~y))+3*(x&~y)+2*(x&y),1*(~(x&y))+1*~x,2*~(x|y)+2*~(x|~y)+1*(x&~y),2*~(x|y)+2*~(x|~y)+1*(x&~y),True,0.0008194446563720703
2*(x^y)-1*~x-4*(~(x^y))-1*~y+2*(~(x&~x))-1*x+2*(~(x&y))+2*(~(x|y))-4*(~(x|~y))-3*(x&~y)+4*(x&y),1*(x|y),1*(x|y),1*(x|y),True,0.0008432865142822266
~x-1*(x|~y)-1*(x|y)-2*(~(x^y))+(x^y)-3*(~(x|~y))-1*(x&~y)+2*(x&y),-2*(~(x&~x)),2,2,True,0.0007398128509521484
-1*~y+y-1*(~(x&~x))-1*(~(x&y))+(~(x^y))-2*(x|~y)-1*x+~x+3*(~(x|y))-1*(~(x|~y))+5*(x&~y)+3*(x&y),1*(x|y)-2*(x^y),-1*~(x|~y)-1*(x&~y)+1*(x&y),-1*~(x|~y)-1*(x&~y)+1*(x&y),True,0.0008380413055419922
(~(x^y))-1*~x+~y+(x|y)+(~(x&y))-1*(~(x|y))-2*(~(x|~y))-2*(x&~y)-2*(x&y),1*(x|~y)-y,1*~(x|y)-1*~(x|~y)+1*(x&~y),1*~(x|y)-1*~(x|~y)+1*(x&~y),True,0.0007822513580322266
2*(x|y)+(~(x^y))-1*(x^y)+(~(x&~x))+x-1*(~(x|y))-4*(~(x|~y))-2*(x&~y)-7*(x&y),1*~y-2*y,1*~(x|y)-2*~(x|~y)+1*(x&~y)-2*(x&y),1*~(x|y)-2*~(x|~y)+1*(x&~y)-2*(x&y),True,0.0007767677307128906
-1*(x|~y)-1*~x-2*(~(x&~x))-1*x-2*(x^y)-1*(~(x^y))+5*(~(x|y))+7*(~(x|~y))+8*(x&~y)+7*(x&y),2*(x|y),2*(x|y),2*(x|y),True,0.0007805824279785156
2*x-1*(~(x&~x))+(~(x^y))+y-1*(x|~y)+4*(x|y)+4*(~(x|y))-1*(~(x|~y))-1*(x&~y)-6*(x&y),3*(~(x&y)),3*~(x&y),3*~(x&y),True,0.0007772445678710938
-2*(x^y)+2*(~(x^y))-1*(x|y)-2*~y+2*~x+(~(x&~y))+(x|~y)-3*(~(x|y))+1*(~(x|~y))+5*(x&~y)-2*(x&y),1*(~(x&~x)),-1,-1,True,0.0008089542388916016
-1*x+~x+~y+(~(x&~x))+2*(x^y)-1*(x|y)+2*(~(x&~y))+(~(x^y))-5*(~(x|y))-5*(~(x|~y))-1*(x&~y)-1*(x&y),1*(x|~y),1*(x|~y),1*(x|~y),True,0.0009138584136962891
-1*(~(x&~x))-2*(~(x&~y))-1*(~(x^y))-2*(x|y)+(x|~y)-1*~y+4*(~(x|y))+6*(~(x|~y))+4*(x&~y)+5*(x&y),1*(x^y),1*(x^y),1*(x^y),True,0.0008437633514404297
~y+(~(x&~y))+2*x+(x|y)-1*~x+2*(~(x|y))+1*(~(x|~y))-1*(x&~y)-3*(x&y),2*(~(x&y))+1*(x|~y),3*~(x|y)+2*~(x|~y)+3*(x&~y)+1*(x&y),3*~(x|y)+2*~(x|~y)+3*(x&~y)+1*(x&y),True,0.0007801055908203125
(x|y)-1*(x^y)+(~(x&~y))-1*(x|~y)-1*x+y+1*(~(x|y))-2*(~(x|~y))+2*(x&~y),1*(~(x^y)),1*~(x^y),1*~(x^y),True,0.0007579326629638672
-1*(~(x&y))+2*(x|~y)-1*(x|y)-2*y-1*(x^y)+~y-1*(~(x|y))+7*(~(x|~y)),-(~(x^y))+2*~x,1*~(x|y)+2*~(x|~y)-1*(x&y),1*~(x|y)+2*~(x|~y)-1*(x&y),True,0.0007548332214355469
2*~y+(x|~y)+y-2*(x^y)-1*(x|y)+(~(x&~x))+(~(x&~y))-1*~x-5*(~(x|y))-2*(x&~y)-3*(x&y),-(~(x&y)),-1*~(x&y),-1*~(x&y),True,0.0007960796356201172
-1*(~(x&y))+(~(x&~y))+4*(~(x^y))-1*y-1*(x|y)-5*(~(x|y))+2*(~(x|~y))+2*(x&~y)-3*(x&y),1*x-(x|~y),-1*~(x|y),-1*~(x|y),True,0.0007760524749755859
-1*(~(x^y))-1*x-2*(~(x&~y))+(~(x&~x))-1*(x|y)+(~(x&y))-1*~x-1*y+~y+2*(~(x|y))+3*(~(x|~y))+6*(x&y),1*(x|~y),1*(x|~y),1*(x|~y),True,0.0008101463317871094
(~(x&y))+2*(~(x^y))-2*(x|y)-2*(x^y)+y-1*~y+(~(x&~x))-1*(x|~y)+3*(~(x|y))+6*(~(x|~y))+4*(x&~y)-1*(x&y),5*~x,5*~x,5*~x,True,0.0008537769317626953
y-1*(x|~y)-2*(x|y)+5*~y+(~(x&y))+(~(x^y))-5*(~(x|y))+2*(~(x|~y))-2*(x&~y)+1*(x&y),1*~x+1*(x^y),1*~(x|y)+2*~(x|~y)+1*(x&~y),1*~(x|y)+2*~(x|~y)+1*(x&~y),True,0.0008168220520019531
-2*(~(x&~y))+(x^y)-2*y+4*~y-3*(~(x|y))+2*(~(x|~y))-3*(x&~y)+7*(x&y),3*x-(~(x&y)),-1*~(x|y)-1*~(x|~y)+2*(x&~y)+3*(x&y),-1*~(x|y)-1*~(x|~y)+2*(x&~y)+3*(x&y),True,0.0007519721984863281
2*(x|~y)-1*(x|y)-2*x+2*(~(x^y))-2*~x-1*(~(x&y))-1*(~(x&~x))-2*y-2*(~(x|y))+6*(~(x|~y))+4*(x&~y),-2*(~(x&~y))+1*(x^y),-2*~(x|y)-1*~(x|~y)+1*(x&~y)-2*(x&y),-2*~(x|y)-1*~(x|~y)+1*(x&~y)-2*(x&y),True,0.0008182525634765625
y+x-2*(x|~y)+2*~y+(~(x&~x))-2*~x+2*(~(x^y))-2*(~(x|y))-2*(~(x|~y))-4*(x&~y)-4*(x&y),-(x|y)-(~(x&y)),-1*~(x|y)-2*~(x|~y)-2*(x&~y)-1*(x&y),-1*~(x|y)-2*~(x|~y)-2*(x&~y)-1*(x&y),True,0.0008153915405273438
-2*~x+~y-1*(~(x&y))-1*(~(x&~y))+2*(x^y)+3*(~(x|y))+3*(~(x|~y))-1*(x&~y)+2*(x&y),1*(x|y),1*(x|y),1*(x|y),True,0.0007593631744384766
~x+2*~y+x+y-2*(~(x^y))-1*(~(x&~x))+2*(x^y)-1*(x|y)-2*(~(x|~y))-2*(x&~y)+1*(x&y),1*(~(x&y))-(~(x&~y)),1*(x&~y)-1*(x&y),1*(x&~y)-1*(x&y),True,0.0008149147033691406
-1*(~(x^y))+(~(x&y))+(x^y)+(~(x&~y))-2*x-1*(x|~y)+~x-1*(~(x|y))-3*(~(x|~y))+2*(x&~y)+4*(x&y),1*(x|y),1*(x|y),1*(x|y),True,0.0008039474487304688
-1*~y-1*(~(x&y))-2*x-2*y-1*(x^y)+(~(x&~y))+2*(~(x|y))+2*(~(x|~y))+6*(x&~y)+4*(x&y),-(~(x&~x))+2*(x|~y),1*~(x|y)-1*~(x|~y)+1*(x&~y)+1*(x&y),1*~(x|y)-1*~(x|~y)+1*(x&~y)+1*(x&y),True,0.0007853507995605469
x+2*(x^y)-5*(~(x&~x))+~x+(~(x^y))+(x|~y)+(~(x&~y))-1*(~(x&y))+1*(~(x|y))+1*(~(x|~y)),-(x|y)-~y,-1*~(x|y)-1*~(x|~y)-2*(x&~y)-1*(x&y),-1*~(x|y)-1*~(x|~y)-2*(x&~y)-1*(x&y),True,0.0007867813110351562
-2*(~(x&y))-2*~y-2*~x+(~(x^y))-2*x-1*y-1*(x|y)+(x|~y)+6*(~(x|y))+8*(~(x|~y))+7*(x&~y)+4*(x&y),1*(~(x&~x))+1*(~(x&~y)),2*~(x|y)+2*~(x|~y)+1*(x&~y)+2*(x&y),2*~(x|y)+2*~(x|~y)+1*(x&~y)+2*(x&y),True,0.000820159912109375
2*(~(x&y))+(x|y)+x-1*(x|~y)+~x-1*(~(x&~y))+2*~y-4*y+1*(~(x|y))+4*(~(x|~y))-2*(x&~y)+8*(x&y),-(x^y)+4*(~(x&~x)),4*~(x|y)+3*~(x|~y)+3*(x&~y)+4*(x&y),4*~(x|y)+3*~(x|~y)+3*(x&~y)+4*(x&y),True,0.0008308887481689453
-1*(~(x^y))+~x-1*x-1*(x^y)+(x|~y)-2*~y-1*(x|y)+2*(~(x|~y))+3*(x&~y)+4*(x&y),2*y-(~(x&y)),-1*~(x|y)+1*~(x|~y)-1*(x&~y)+2*(x&y),-1*~(x|y)+1*~(x|~y)-1*(x&~y)+2*(x&y),True,0.0007987022399902344
(~(x&~y))-1*(~(x^y))-1*(x|y)-1*~x+(~(x&~x))+(~(x&y))-1*(x^y)+2*~y-2*(~(x|y))-2*(~(x|~y))-1*(x&~y)-1*(x&y),1*(x|~y)-2*y,1*~(x|y)-2*~(x|~y)+1*(x&~y)-1*(x&y),1*~(x|y)-2*~(x|~y)+1*(x&~y)-1*(x&y),True,0.0008859634399414062
-1*(~(x&~x))+(~(x&~y))-1*(x^y)-1*y-1*~x+x+2*~y-1*(x|y)+4*(~(x|~y))+1*(x&~y)+2*(x&y),1*(x|~y),1*(x|~y),1*(x|~y),True,0.000835418701171875
-2*(~(x&~x))+(x^y)+2*(~(x&~y))+y-1*(~(x^y))-1*(x|~y)+4*(~(x|y))+5*(x&~y)+4*(x&y),3*x+2*~x,2*~(x|y)+2*~(x|~y)+3*(x&~y)+3*(x&y),2*~(x|y)+2*~(x|~y)+3*(x&~y)+3*(x&y),True,0.0007445812225341797
-1*(~(x&~y))+(~(x^y))-1*(~(x&y))-2*(x|~y)+(~(x&~x))+x-1*~x+y+5*(~(x|y))-1*(~(x|~y))+1*(x&~y)-3*(x&y),-2*(x|y)+2*~y,2*~(x|y)-2*~(x|~y)-2*(x&y),2*~(x|y)-2*~(x|~y)-2*(x&y),True,0.0008189678192138672
~y-1*~x-1*(~(x^y))-1*(~(x&~y))-4*(x^y)-1*(~(x&y))-2*(~(x&~x))+(x|~y)-1*(x|y)+4*(~(x|y))+9*(~(x|~y))+6*(x&~y)+3*(x&y),-y,-1*y,-1*y,True,0.0008141994476318359
-5*~y-1*x-1*~x+2*(x|y)-2*(~(x&~x))-1*(~(x&~y))+(x^y)+(~(x&y))+8*(~(x|y))+1*(~(x|~y))+4*(x&~y)+3*(x&y),1*y,1*y,1*y,True,0.0007874965667724609
-1*(x|~y)-1*~x-2*y+(~(x^y))-5*(x^y)+~y-4*(~(x&~x))+3*(x|y)+3*(~(x|y))+8*(~(x|~y))+3*(x&~y)+1*(x&y),-(~(x&y))-2*x,-1*~(x|y)-1*~(x|~y)-3*(x&~y)-2*(x&y),-1*~(x|y)-1*~(x|~y)-3*(x&~y)-2*(x&y),True,0.0008120536804199219
-1*y-1*(~(x&~x))-1*~y+(x^y)+(x|~y)+(~(x&~y))-1*(x|y)-1*x+(~(x^y))+2*(~(x|~y))+3*(x&~y)+1*(x&y),1*(~(x&y)),1*~(x&y),1*~(x&y),True,0.0007929801940917969
(~(x^y))+(x|y)+(~(x&~x))+y-1*(x^y)+(~(x&y))+2*~x-2*(x|~y)-3*(~(x|y))-6*(~(x|~y))+1*(x&~y)-3*(x&y),-(~(x&~y))+1*~y,-1*~(x|~y)+1*(x&~y)-1*(x&y),-1*~(x|~y)+1*(x&~y)-1*(x&y),True,0.0008265972137451172
2*y-1*(x|y)+2*x-1*(~(x&~x))-1*(~(x&~y))-2*(x^y)+3*(~(x|y))+3*(~(x|~y))+3*(x&~y)-1*(x&y),1*~y,1*~y,1*~y,True,0.0007345676422119141
2*(~(x&~x))-2*~x-1*(~(x&~y))+~y-1*(~(x&y))+2*(x|y)+x-5*(x&~y)-5*(x&y),-(~(x^y)),-1*~(x^y),-1*~(x^y),True,0.0007772445678710938
(x|y)-1*(~(x&~x))+(~(x&y))-1*~y+(x|~y)-1*(~(x&~y))+(~(x^y))+(x^y)-2*(x&~y),1*y,1*y,1*y,True,0.0007319450378417969
-1*(~(x&y))+y-2*(~(x^y))+2*x+(~(x&~y))-2*(x|y)+~x-1*(~(x&~x))+4*(~(x|y))-1*(~(x|~y))+2*(x&~y)+3*(x&y),2*(x|~y)-2*(x^y),2*~(x|y)-2*~(x|~y)+2*(x&y),2*~(x|y)-2*~(x|~y)+2*(x&y),True,0.0008292198181152344
(~(x&~y))-1*(~(x&y))-1*(~(x&~x))+~y-3*~x+y+3*(~(x|y))+3*(~(x|~y))+2*(x&~y),1*x,1*x,1*x,True,0.0007195472717285156
-1*(~(x^y))-5*(~(x&~y))+2*(x|~y)-1*(x^y)+(x|y)+x+3*(~(x|y))+9*(~(x|~y))-4*(x&~y)+6*(x&y),-~y+4*y,-1*~(x|y)+4*~(x|~y)-1*(x&~y)+4*(x&y),-1*~(x|y)+4*~(x|~y)-1*(x&~y)+4*(x&y),True,0.0007750988006591797
-1*(x^y)-2*(x|y)+(x|~y)+(~(x&~x))+4*(~(x|~y))+1*(x&~y)+1*(x&y),1*(~(x&~y))+1*~x,2*~(x|y)+2*~(x|~y)+1*(x&y),2*~(x|y)+2*~(x|~y)+1*(x&y),True,0.0007283687591552734
2*(~(x&y))-4*(~(x^y))-1*x-2*(x^y)-1*(~(x&~y))+~y+~x-2*(~(x|y))-3*(~(x|~y))-3*(x&~y)+3*(x&y),-3*(~(x&~x)),3,3,True,0.0007834434509277344
-2*(x^y)-1*x-1*(~(x^y))-1*(x|~y)+2*(~(x|y))+2*(~(x|~y))+4*(x&~y)+4*(x&y),1*(~(x&~x))-(~(x&y)),1*(x&y),1*(x&y),True,0.0007970333099365234
-1*(~(x&y))-1*~y-1*(~(x&~x))+~x-1*(x|~y)+3*(x|y)-1*(~(x&~y))+4*(~(x|y))+1*(~(x|~y))+2*(x&~y)+1*(x&y),1*(x^y)+1*y,2*~(x|~y)+1*(x&~y)+1*(x&y),2*~(x|~y)+1*(x&~y)+1*(x&y),True,0.0008077621459960938
(x|y)+~x+2*y-1*x-1*(x|~y)-1*(x^y)-1*(~(x&y))+(~(x&~x))+2*~y-1*(~(x|~y)),2*(~(x&~y)),2*~(x&~y),2*~(x&~y),True,0.0007429122924804688
-1*y+2*x+(~(x&y))+(~(x^y))+(~(x&~y))-2*(x|y)-1*~x+(~(x&~x))+2*(x|~y)-5*(~(x|y))-5*(x&~y)-4*(x&y),-(x^y),-1*(x^y),-1*(x^y),True,0.0007987022399902344
-1*(~(x^y))-5*(~(x&~y))+2*(x|~y)-1*(x^y)+(x|y)+x+3*(~(x|y))+9*(~(x|~y))-4*(x&~y)+6*(x&y),-~y+4*y,-1*~(x|y)+4*~(x|~y)-1*(x&~y)+4*(x&y),-1*~(x|y)+4*~(x|~y)-1*(x&~y)+4*(x&y),True,0.0007736682891845703
2*(x^y)-1*~x+~y+(~(x&~x))+2*(~(x&~y))-1*(x|~y)-2*x+(x|y)-1*(~(x|y))-5*(~(x|~y))-2*(x&~y),1*(~(x^y)),1*~(x^y),1*~(x^y),True,0.0007791519165039062
~x-1*y+(x|~y)-1*(~(x^y))+(x^y)+~y-1*(~(x&~x))+(x|y)-2*(~(x|y))-2*(~(x|~y))-2*(x&~y)-1*(x&y),-2*(~(x&~y))+1*(~(x&y)),-1*~(x|y)-1*~(x|~y)+1*(x&~y)-2*(x&y),-1*~(x|y)-1*~(x|~y)+1*(x&~y)-2*(x&y),True,0.0008292198181152344
-1*x-1*(x^y)-2*(~(x&~x))+(x|y)+5*(~(x|y))+3*(~(x|~y))+5*(x&~y)+4*(x&y),1*~x+2*(x|~y),3*~(x|y)+1*~(x|~y)+2*(x&~y)+2*(x&y),3*~(x|y)+1*~(x|~y)+2*(x&~y)+2*(x&y),True,0.0007312297821044922
-1*(~(x&y))+2*y-1*~x+(~(x^y))-1*(x|y)+(x|~y)-1*(~(x|y))-1*(~(x|~y))-1*(x&~y)-4*(x&y),-(x^y)-(~(x&~x)),-1*~(x|y)-2*~(x|~y)-2*(x&~y)-1*(x&y),-1*~(x|y)-2*~(x|~y)-2*(x&~y)-1*(x&y),True,0.0008144378662109375
(x^y)-1*x+(~(x^y))-2*y+2*(~(x&y))-1*(~(x&~y))-1*(~(x&~x))-1*(x|y)+2*(~(x|~y))+1*(x&~y)+6*(x&y),1*(x|~y),1*(x|~y),1*(x|~y),True,0.000820159912109375
~y+5*(x|~y)-1*x-1*(~(x&~x))-1*(x^y)-1*(~(x&~y))-1*(~(x^y))-3*(~(x|y))+3*(~(x|~y))-4*(x&~y)-1*(x&y),1*y-(x|y),-1*(x&~y),-1*(x&~y),True,0.0007953643798828125
(~(x&~x))+y-2*(x^y)-1*~y+x-1*(~(x&~y))-2*~x-3*(~(x|y))-2*(~(x|~y))-4*(x&~y)-3*(x&y),-5*(~(x&y))-(~(x^y)),-6*~(x|y)-5*~(x|~y)-5*(x&~y)-1*(x&y),-6*~(x|y)-5*~(x|~y)-5*(x&~y)-1*(x&y),True,0.0007946491241455078
2*x-1*(~(x&~x))+(~(x^y))+y-1*(x|~y)+4*(x|y)+4*(~(x|y))-1*(~(x|~y))-1*(x&~y)-6*(x&y),3*(~(x&y)),3*~(x&y),3*~(x&y),True,0.0007574558258056641
x+2*(~(x^y))+(x|y)-1*~x+(x^y)-1*(~(x&y))-1*(~(x&~x))-1*(~(x&~y))+1*(~(x|y))+3*(~(x|~y))-2*(x&~y)-2*(x&y),1*y-(x|~y),-1*~(x|y)+1*~(x|~y)-1*(x&~y),-1*~(x|y)+1*~(x|~y)-1*(x&~y),True,0.0008189678192138672
-1*(x|~y)+(~(x^y))+~x-1*(x^y)+(~(x&~y))-1*(~(x&~x))+(x|y)-2*(~(x|y))-3*(~(x|~y))+1*(x&~y)-1*(x&y),1*~y-2*(~(x&y)),-1*~(x|y)-2*~(x|~y)-1*(x&~y),-1*~(x|y)-2*~(x|~y)-1*(x&~y),True,0.0008120536804199219
-1*x-1*(x|y)-2*y-1*(~(x&y))-2*(~(x&~y))+~x-1*(x|~y)-1*(x^y)-1*~y+3*(~(x|y))+6*(~(x|~y))+6*(x&~y)+6*(x&y),-(~(x^y)),-1*~(x^y),-1*~(x^y),True,0.0008053779602050781
-1*~y-1*(x|y)+x-1*(~(x^y))+(~(x&~y))-1*(x^y)-1*(~(x|y))-1*(x&y),-(~(x&y))-(x|~y),-2*~(x|y)-1*~(x|~y)-2*(x&~y)-1*(x&y),-2*~(x|y)-1*~(x|~y)-2*(x&~y)-1*(x&y),True,0.0007386207580566406
-1*y-1*(~(x&~x))+2*x-1*(~(x^y))+(x|~y)-2*(x^y)+2*(x|y)+2*~y+1*(~(x|y))+4*(~(x|~y))-3*(x&~y)-2*(x&y),1*~x+1*(~(x&y)),2*~(x|y)+2*~(x|~y)+1*(x&~y),2*~(x|y)+2*~(x|~y)+1*(x&~y),True,0.0008106231689453125
~y-2*(x|y)+(~(x&y))-2*x-1*(x^y)-1*y+3*(~(x|~y))+3*(x&~y)+7*(x&y),2*(~(x^y)),2*~(x^y),2*~(x^y),True,0.0007121562957763672
(~(x^y))-2*y-1*(~(x&~y))+4*(~(x&y))-7*(~(x|y))-2*(~(x|~y))-7*(x&~y)+1*(x&y),-2*~y-(~(x&~x)),-3*~(x|y)-1*~(x|~y)-3*(x&~y)-1*(x&y),-3*~(x|y)-1*~(x|~y)-3*(x&~y)-1*(x&y),True,0.0007863044738769531
-1*(x|~y)+(~(x^y))+2*(~(x&~y))-1*~x+2*(x^y)-2*y-1*(~(x&~x))+3*x-1*(~(x|y))-3*(x&~y)-1*(x&y),-(~(x&y))+1*(x|y),-1*~(x|y)+1*(x&y),-1*~(x|y)+1*(x&y),True,0.0007979869842529297
-1*~x+(x|y)+(x|~y)+(~(x&~x))+(~(x&~y))-1*~y+x-2*(~(x|y))-3*(~(x|~y))-4*(x&~y)-5*(x&y),-(~(x&y)),-1*~(x&y),-1*~(x&y),True,0.0007808208465576172
(x^y)-1*(~(x&~y))-1*(~(x&y))+(~(x&~x))+x+~y+(x|y)+2*(~(x^y))-1*(~(x|y))-1*(~(x|~y))-3*(x&~y)-3*(x&y),1*(x|~y),1*(x|~y),1*(x|~y),True,0.0008008480072021484
2*~y+(x|y)-1*(x|~y)-1*(~(x|y))+1*(~(x|~y))-2*(x&~y)+2*(x&y),2*y,2*y,2*y,True,0.0006778240203857422
-1*~y+(~(x^y))-1*y+x-1*(x|~y)+2*~x+(~(x&y))-1*(~(x&~y))-2*(x^y)-1*(~(x|y))+1*(x&~y),-(x|y),-1*(x|y),-1*(x|y),True,0.0007584095001220703
(~(x&~x))-2*x-2*(x^y)-1*(~(x&y))-2*y+2*(x|y)+~y+(~(x^y))+2*(x|~y)-6*(~(x|y))-1*(x&~y)-2*(x&y),-2*~x,-2*~x,-2*~x,True,0.0008487701416015625
(~(x&~x))+(~(x&~y))+(x^y)-1*~x+2*(~(x&y))+(x|y)-2*(~(x|y))-5*(~(x|~y))-5*(x&~y)-2*(x&y),1*(~(x^y)),1*~(x^y),1*~(x^y),True,0.0008189678192138672
(~(x&~y))-5*(~(x&y))-1*(x^y)+2*(~(x^y))+5*(~(x&~x))+~y+x-1*(x|~y)-2*~x-1*(~(x|y))+1*(~(x|~y))-9*(x&y),-y,-1*y,-1*y,True,0.0007817745208740234
-1*y-2*~x+~y-1*(x^y)-1*(~(x&~x))+2*(~(x&~y))-1*(~(x&y))+3*(~(x^y))-1*(x|y)-2*(~(x|y))+5*(~(x|~y))+2*(x&~y)-3*(x&y),-x,-1*x,-1*x,True,0.0008118152618408203
-1*(~(x^y))+2*(~(x&y))-1*(x^y)-1*(x|~y)-1*(~(x&~x))-1*~x-2*(~(x&~y))-1*y+3*(~(x|y))+5*(~(x|~y))+1*(x&~y)+7*(x&y),-~y+1*(x|y),-1*~(x|y)+1*~(x|~y)+1*(x&y),-1*~(x|y)+1*~(x|~y)+1*(x&y),True,0.0008325576782226562
-1*(x|y)+(~(x&~y))+2*y-2*~y-1*~x-1*(~(x&~x))+(~(x^y))+x+2*(~(x|y))-1*(~(x|~y))+3*(x&~y)-2*(x&y),-(~(x&y))+1*(x|~y),-1*~(x|~y)+1*(x&y),-1*~(x|~y)+1*(x&y),True,0.0008208751678466797
(~(x^y))+(~(x&y))+2*x+(~(x&~y))-3*(~(x|y))-2*(~(x|~y))-3*(x&~y)-6*(x&y),2*~y-2*(x|~y),-2*(x&y),-2*(x&y),True,0.0007910728454589844
(~(x&y))-1*(x|y)+~x+(~(x^y))+2*(~(x&~y))+x-1*(x^y)+~y-2*(~(x|y))-2*(~(x|~y))+3*(x&~y)+1*(x&y),4*(x|~y),4*(x|~y),4*(x|~y),True,0.0007998943328857422
-1*(x|y)-2*(x^y)+~y+(~(x&~y))-1*(x|~y)-1*~x+(~(x&y))+y+2*(~(x|~y))+4*(x&~y)+2*(x&y),1*x+1*(~(x&~x)),1*~(x|y)+1*~(x|~y)+2*(x&~y)+2*(x&y),1*~(x|y)+1*~(x|~y)+2*(x&~y)+2*(x&y),True,0.0007944107055664062
2*(x|~y)+(x|y)+3*~y+(~(x&y))+(~(x&~x))-8*(~(x|y))-2*(~(x|~y))-6*(x&~y)-4*(x&y),2*(x^y)-~x,-1*~(x|y)+1*~(x|~y)+2*(x&~y),-1*~(x|y)+1*~(x|~y)+2*(x&~y),True,0.0007653236389160156
(~(x&~y))-1*(~(x&y))+2*y+(~(x&~x))-2*~y-1*(~(x^y))-1*(x|~y)+4*x+3*(~(x|y))-1*(~(x|~y))+1*(x&~y)-4*(x&y),2*(x|y),2*(x|y),2*(x|y),True,0.0007901191711425781
2*(~(x^y))-2*(x|y)-2*(~(x&~x))+(~(x&~y))+(~(x&y))+(x|~y)-3*(~(x|y))+2*(~(x|~y))+3*(x&~y)-1*(x&y),1*(x^y)-y,1*(x&~y)-1*(x&y),1*(x&~y)-1*(x&y),True,0.0007860660552978516
-1*(x|~y)-2*(~(x&~y))-1*(x|y)+(~(x&y))-1*x+4*(~(x|y))+2*(~(x|~y))+3*(x&~y)+6*(x&y),1*(~(x^y))+1*~y,2*~(x|y)+1*(x&~y)+1*(x&y),2*~(x|y)+1*(x&~y)+1*(x&y),True,0.0007598400115966797
~x-1*(~(x^y))-1*(~(x&y))-1*(x|~y)+y-1*~y-2*(x^y)+2*(~(x|y))+2*(~(x|~y))+7*(x&~y)+2*(x&y),-(~(x&~y))+2*(x|y),-1*~(x|y)+1*~(x|~y)+2*(x&~y)+1*(x&y),-1*~(x|y)+1*~(x|~y)+2*(x&~y)+1*(x&y),True,0.00080108642578125
-1*(x|y)+2*~y+(~(x&y))+2*(~(x&~y))-2*(~(x^y))+(x|~y)-1*(~(x&~x))+y-3*(~(x|y))-1*(~(x|~y))+1*(x&~y)+2*(x&y),2*x+1*(x^y),1*~(x|~y)+3*(x&~y)+2*(x&y),1*~(x|~y)+3*(x&~y)+2*(x&y),True,0.0008287429809570312
-2*(x|~y)-2*(~(x^y))-1*(~(x&~x))+2*(~(x&y))-1*~y-1*~x-1*y+5*(~(x|y))+3*(~(x|~y))+3*(x&~y)+5*(x&y),2*(x^y)-x,2*~(x|~y)+1*(x&~y)-1*(x&y),2*~(x|~y)+1*(x&~y)-1*(x&y),True,0.0008437633514404297
-1*~x-1*x+2*(x|y)+(~(x&y))+(x^y)-1*y-1*(~(x&~x))-5*~y+5*(~(x|y))-3*(~(x|~y))+3*(x&~y),1*(~(x^y))-2*(~(x&~y)),-1*~(x|y)-2*~(x|~y)-1*(x&y),-1*~(x|y)-2*~(x|~y)-1*(x&y),True,0.0008492469787597656
-3*(~(x^y))-5*(x|y)-1*(~(x&y))-3*(~(x&~y))-1*(x^y)+(x|~y)-1*x+(~(x&~x))+4*(~(x|y))+8*(~(x|~y))+6*(x&~y)+10*(x&y),-~x,-1*~x,-1*~x,True,0.0008018016815185547
-1*~y+x-1*(~(x&~x))-1*(~(x&y))+(~(x^y))-2*~x+4*(~(x|y))+2*(~(x|~y))+1*(x&~y)-2*(x&y),-(x^y)-y,-2*~(x|~y)-1*(x&~y)-1*(x&y),-2*~(x|~y)-1*(x&~y)-1*(x&y),True,0.0007636547088623047
