#complex,groundtruth,simcomplex,simground,boolectorres,verificationtime
(~(x&y))-1*(~(x&~x))+y-1*~y+(x^y)+(x|y)-4*(~(x|~y))-1*(x&~y)-2*(x&y),-(~(x&~y)),-1*~(x&~y), -1*~(x&~y),True,0.000185012817383
(~(x&~x))-1*x+~y+(~(x&y))+y+~x-1*(~(x&~y))+(x|y)-3*(~(x|y))-6*(~(x|~y))-5*(x&~y)-1*(x&y),-2*(x^y),-2*(x^y), -2*(x^y),True,0.000220060348511
(x|~y)+(x^y)-4*(~(x&y))-1*(x|y)+~x-1*(~(x&~x))-1*y+~y+3*(~(x|y))+6*(~(x|~y))+3*(x&~y)+3*(x&y),1*(~(x&~y)),1*~(x&~y), 1*~(x&~y),True,0.000182151794434
-1*(x^y)+2*(~(x&~y))+2*(~(x&y))+2*(~(x^y))-1*~y+(x|y)+(~(x&~x))-1*(x|~y)+y-4*(~(x|y))-5*(~(x|~y))-1*(x&~y)-6*(x&y),1*~x,1*~x, 1*~x,True,0.000165939331055
-1*(~(x&~x))-2*~y-1*x-1*y+(x|y)+(x|~y)-1*(~(x&~y))+5*(~(x|y))+4*(~(x|~y))+3*(x&~y)+2*(x&y),1*(~(x&y))+1*~x,2*~(x|y)+2*~(x|~y)+1*(x&~y), 2*~(x|y)+2*~(x|~y)+1*(x&~y),True,0.000231027603149
2*(x^y)-1*~x-4*(~(x^y))-1*~y+2*(~(x&~x))-1*x+2*(~(x&y))+2*(~(x|y))-4*(~(x|~y))-3*(x&~y)+4*(x&y),1*(x|y),1*(x|y), 1*(x|y),True,0.000179052352905
~x-1*(x|~y)-1*(x|y)-2*(~(x^y))+(x^y)-3*(~(x|~y))-1*(x&~y)+2*(x&y),-2*(~(x&~x)),2, 2,True,0.000121116638184
-1*~y+y-1*(~(x&~x))-1*(~(x&y))+(~(x^y))-2*(x|~y)-1*x+~x+3*(~(x|y))-1*(~(x|~y))+5*(x&~y)+3*(x&y),1*(x|y)-2*(x^y),-1*~(x|~y)-1*(x&~y)+1*(x&y), -1*~(x|~y)-1*(x&~y)+1*(x&y),True,0.00023889541626
(~(x^y))-1*~x+~y+(x|y)+(~(x&y))-1*(~(x|y))-2*(~(x|~y))-2*(x&~y)-2*(x&y),1*(x|~y)-y,1*~(x|y)-1*~(x|~y)+1*(x&~y), 1*~(x|y)-1*~(x|~y)+1*(x&~y),True,0.000231027603149
2*(x|y)+(~(x^y))-1*(x^y)+(~(x&~x))+x-1*(~(x|y))-4*(~(x|~y))-2*(x&~y)-7*(x&y),1*~y-2*y,1*~(x|y)-2*~(x|~y)+1*(x&~y)-2*(x&y), 1*~(x|y)-2*~(x|~y)+1*(x&~y)-2*(x&y),True,0.000266790390015
-1*(x|~y)-1*~x-2*(~(x&~x))-1*x-2*(x^y)-1*(~(x^y))+5*(~(x|y))+7*(~(x|~y))+8*(x&~y)+7*(x&y),2*(x|y),2*(x|y), 2*(x|y),True,0.00017786026001
2*x-1*(~(x&~x))+(~(x^y))+y-1*(x|~y)+4*(x|y)+4*(~(x|y))-1*(~(x|~y))-1*(x&~y)-6*(x&y),3*(~(x&y)),3*~(x&y), 3*~(x&y),True,0.000180006027222
-2*(x^y)+2*(~(x^y))-1*(x|y)-2*~y+2*~x+(~(x&~y))+(x|~y)-3*(~(x|y))+1*(~(x|~y))+5*(x&~y)-2*(x&y),1*(~(x&~x)),-1, -1,True,0.000119924545288
-1*x+~x+~y+(~(x&~x))+2*(x^y)-1*(x|y)+2*(~(x&~y))+(~(x^y))-5*(~(x|y))-5*(~(x|~y))-1*(x&~y)-1*(x&y),1*(x|~y),1*(x|~y), 1*(x|~y),True,0.000179052352905
-1*(~(x&~x))-2*(~(x&~y))-1*(~(x^y))-2*(x|y)+(x|~y)-1*~y+4*(~(x|y))+6*(~(x|~y))+4*(x&~y)+5*(x&y),1*(x^y),1*(x^y), 1*(x^y),True,0.000180006027222
~y+(~(x&~y))+2*x+(x|y)-1*~x+2*(~(x|y))+1*(~(x|~y))-1*(x&~y)-3*(x&y),2*(~(x&y))+1*(x|~y),3*~(x|y)+2*~(x|~y)+3*(x&~y)+1*(x&y), 3*~(x|y)+2*~(x|~y)+3*(x&~y)+1*(x&y),True,0.000251054763794
(x|y)-1*(x^y)+(~(x&~y))-1*(x|~y)-1*x+y+1*(~(x|y))-2*(~(x|~y))+2*(x&~y),1*(~(x^y)),1*~(x^y), 1*~(x^y),True,0.000185966491699
-1*(~(x&y))+2*(x|~y)-1*(x|y)-2*y-1*(x^y)+~y-1*(~(x|y))+7*(~(x|~y)),-(~(x^y))+2*~x,1*~(x|y)+2*~(x|~y)-1*(x&y), 1*~(x|y)+2*~(x|~y)-1*(x&y),True,0.000231981277466
2*~y+(x|~y)+y-2*(x^y)-1*(x|y)+(~(x&~x))+(~(x&~y))-1*~x-5*(~(x|y))-2*(x&~y)-3*(x&y),-(~(x&y)),-1*~(x&y), -1*~(x&y),True,0.000185012817383
-1*(~(x&y))+(~(x&~y))+4*(~(x^y))-1*y-1*(x|y)-5*(~(x|y))+2*(~(x|~y))+2*(x&~y)-3*(x&y),1*x-(x|~y),-1*~(x|y), -1*~(x|y),True,0.000187873840332
-1*(~(x^y))-1*x-2*(~(x&~y))+(~(x&~x))-1*(x|y)+(~(x&y))-1*~x-1*y+~y+2*(~(x|y))+3*(~(x|~y))+6*(x&y),1*(x|~y),1*(x|~y), 1*(x|~y),True,0.000196933746338
(~(x&y))+2*(~(x^y))-2*(x|y)-2*(x^y)+y-1*~y+(~(x&~x))-1*(x|~y)+3*(~(x|y))+6*(~(x|~y))+4*(x&~y)-1*(x&y),5*~x,5*~x, 5*~x,True,0.000171899795532
y-1*(x|~y)-2*(x|y)+5*~y+(~(x&y))+(~(x^y))-5*(~(x|y))+2*(~(x|~y))-2*(x&~y)+1*(x&y),1*~x+1*(x^y),1*~(x|y)+2*~(x|~y)+1*(x&~y), 1*~(x|y)+2*~(x|~y)+1*(x&~y),True,0.000225067138672
-2*(~(x&~y))+(x^y)-2*y+4*~y-3*(~(x|y))+2*(~(x|~y))-3*(x&~y)+7*(x&y),3*x-(~(x&y)),-1*~(x|y)-1*~(x|~y)+2*(x&~y)+3*(x&y), -1*~(x|y)-1*~(x|~y)+2*(x&~y)+3*(x&y),True,0.000259876251221
2*(x|~y)-1*(x|y)-2*x+2*(~(x^y))-2*~x-1*(~(x&y))-1*(~(x&~x))-2*y-2*(~(x|y))+6*(~(x|~y))+4*(x&~y),-2*(~(x&~y))+1*(x^y),-2*~(x|y)-1*~(x|~y)+1*(x&~y)-2*(x&y), -2*~(x|y)-1*~(x|~y)+1*(x&~y)-2*(x&y),True,0.000261068344116
y+x-2*(x|~y)+2*~y+(~(x&~x))-2*~x+2*(~(x^y))-2*(~(x|y))-2*(~(x|~y))-4*(x&~y)-4*(x&y),-(x|y)-(~(x&y)),-1*~(x|y)-2*~(x|~y)-2*(x&~y)-1*(x&y), -1*~(x|y)-2*~(x|~y)-2*(x&~y)-1*(x&y),True,0.000283002853394
-2*~x+~y-1*(~(x&y))-1*(~(x&~y))+2*(x^y)+3*(~(x|y))+3*(~(x|~y))-1*(x&~y)+2*(x&y),1*(x|y),1*(x|y), 1*(x|y),True,0.000182867050171
~x+2*~y+x+y-2*(~(x^y))-1*(~(x&~x))+2*(x^y)-1*(x|y)-2*(~(x|~y))-2*(x&~y)+1*(x&y),1*(~(x&y))-(~(x&~y)),1*(x&~y)-1*(x&y), 1*(x&~y)-1*(x&y),True,0.00020694732666
-1*(~(x^y))+(~(x&y))+(x^y)+(~(x&~y))-2*x-1*(x|~y)+~x-1*(~(x|y))-3*(~(x|~y))+2*(x&~y)+4*(x&y),1*(x|y),1*(x|y), 1*(x|y),True,0.000178098678589
-1*~y-1*(~(x&y))-2*x-2*y-1*(x^y)+(~(x&~y))+2*(~(x|y))+2*(~(x|~y))+6*(x&~y)+4*(x&y),-(~(x&~x))+2*(x|~y),1*~(x|y)-1*~(x|~y)+1*(x&~y)+1*(x&y), 1*~(x|y)-1*~(x|~y)+1*(x&~y)+1*(x&y),True,0.000244140625
x+2*(x^y)-5*(~(x&~x))+~x+(~(x^y))+(x|~y)+(~(x&~y))-1*(~(x&y))+1*(~(x|y))+1*(~(x|~y)),-(x|y)-~y,-1*~(x|y)-1*~(x|~y)-2*(x&~y)-1*(x&y), -1*~(x|y)-1*~(x|~y)-2*(x&~y)-1*(x&y),True,0.000275850296021
-2*(~(x&y))-2*~y-2*~x+(~(x^y))-2*x-1*y-1*(x|y)+(x|~y)+6*(~(x|y))+8*(~(x|~y))+7*(x&~y)+4*(x&y),1*(~(x&~x))+1*(~(x&~y)),2*~(x|y)+2*~(x|~y)+1*(x&~y)+2*(x&y), 2*~(x|y)+2*~(x|~y)+1*(x&~y)+2*(x&y),True,0.00025200843811
2*(~(x&y))+(x|y)+x-1*(x|~y)+~x-1*(~(x&~y))+2*~y-4*y+1*(~(x|y))+4*(~(x|~y))-2*(x&~y)+8*(x&y),-(x^y)+4*(~(x&~x)),4*~(x|y)+3*~(x|~y)+3*(x&~y)+4*(x&y), 4*~(x|y)+3*~(x|~y)+3*(x&~y)+4*(x&y),True,0.000248193740845
-1*(~(x^y))+~x-1*x-1*(x^y)+(x|~y)-2*~y-1*(x|y)+2*(~(x|~y))+3*(x&~y)+4*(x&y),2*y-(~(x&y)),-1*~(x|y)+1*~(x|~y)-1*(x&~y)+2*(x&y), -1*~(x|y)+1*~(x|~y)-1*(x&~y)+2*(x&y),True,0.000259876251221
(~(x&~y))-1*(~(x^y))-1*(x|y)-1*~x+(~(x&~x))+(~(x&y))-1*(x^y)+2*~y-2*(~(x|y))-2*(~(x|~y))-1*(x&~y)-1*(x&y),1*(x|~y)-2*y,1*~(x|y)-2*~(x|~y)+1*(x&~y)-1*(x&y), 1*~(x|y)-2*~(x|~y)+1*(x&~y)-1*(x&y),True,0.000264883041382
-1*(~(x&~x))+(~(x&~y))-1*(x^y)-1*y-1*~x+x+2*~y-1*(x|y)+4*(~(x|~y))+1*(x&~y)+2*(x&y),1*(x|~y),1*(x|~y), 1*(x|~y),True,0.000182151794434
-2*(~(x&~x))+(x^y)+2*(~(x&~y))+y-1*(~(x^y))-1*(x|~y)+4*(~(x|y))+5*(x&~y)+4*(x&y),3*x+2*~x,2*~(x|y)+2*~(x|~y)+3*(x&~y)+3*(x&y), 2*~(x|y)+2*~(x|~y)+3*(x&~y)+3*(x&y),True,0.000267028808594
-1*(~(x&~y))+(~(x^y))-1*(~(x&y))-2*(x|~y)+(~(x&~x))+x-1*~x+y+5*(~(x|y))-1*(~(x|~y))+1*(x&~y)-3*(x&y),-2*(x|y)+2*~y,2*~(x|y)-2*~(x|~y)-2*(x&y), 2*~(x|y)-2*~(x|~y)-2*(x&y),True,0.00025200843811
~y-1*~x-1*(~(x^y))-1*(~(x&~y))-4*(x^y)-1*(~(x&y))-2*(~(x&~x))+(x|~y)-1*(x|y)+4*(~(x|y))+9*(~(x|~y))+6*(x&~y)+3*(x&y),-y,-1*y, -1*y,True,0.000174045562744
-5*~y-1*x-1*~x+2*(x|y)-2*(~(x&~x))-1*(~(x&~y))+(x^y)+(~(x&y))+8*(~(x|y))+1*(~(x|~y))+4*(x&~y)+3*(x&y),1*y,1*y, 1*y,True,0.000157117843628
-1*(x|~y)-1*~x-2*y+(~(x^y))-5*(x^y)+~y-4*(~(x&~x))+3*(x|y)+3*(~(x|y))+8*(~(x|~y))+3*(x&~y)+1*(x&y),-(~(x&y))-2*x,-1*~(x|y)-1*~(x|~y)-3*(x&~y)-2*(x&y), -1*~(x|y)-1*~(x|~y)-3*(x&~y)-2*(x&y),True,0.000281095504761
-1*y-1*(~(x&~x))-1*~y+(x^y)+(x|~y)+(~(x&~y))-1*(x|y)-1*x+(~(x^y))+2*(~(x|~y))+3*(x&~y)+1*(x&y),1*(~(x&y)),1*~(x&y), 1*~(x&y),True,0.000180006027222
(~(x^y))+(x|y)+(~(x&~x))+y-1*(x^y)+(~(x&y))+2*~x-2*(x|~y)-3*(~(x|y))-6*(~(x|~y))+1*(x&~y)-3*(x&y),-(~(x&~y))+1*~y,-1*~(x|~y)+1*(x&~y)-1*(x&y), -1*~(x|~y)+1*(x&~y)-1*(x&y),True,0.000236988067627
2*y-1*(x|y)+2*x-1*(~(x&~x))-1*(~(x&~y))-2*(x^y)+3*(~(x|y))+3*(~(x|~y))+3*(x&~y)-1*(x&y),1*~y,1*~y, 1*~y,True,0.000163078308105
2*(~(x&~x))-2*~x-1*(~(x&~y))+~y-1*(~(x&y))+2*(x|y)+x-5*(x&~y)-5*(x&y),-(~(x^y)),-1*~(x^y), -1*~(x^y),True,0.000187158584595
(x|y)-1*(~(x&~x))+(~(x&y))-1*~y+(x|~y)-1*(~(x&~y))+(~(x^y))+(x^y)-2*(x&~y),1*y,1*y, 1*y,True,0.000159978866577
-1*(~(x&y))+y-2*(~(x^y))+2*x+(~(x&~y))-2*(x|y)+~x-1*(~(x&~x))+4*(~(x|y))-1*(~(x|~y))+2*(x&~y)+3*(x&y),2*(x|~y)-2*(x^y),2*~(x|y)-2*~(x|~y)+2*(x&y), 2*~(x|y)-2*~(x|~y)+2*(x&y),True,0.000244140625
(~(x&~y))-1*(~(x&y))-1*(~(x&~x))+~y-3*~x+y+3*(~(x|y))+3*(~(x|~y))+2*(x&~y),1*x,1*x, 1*x,True,0.000163078308105
-1*(~(x^y))-5*(~(x&~y))+2*(x|~y)-1*(x^y)+(x|y)+x+3*(~(x|y))+9*(~(x|~y))-4*(x&~y)+6*(x&y),-~y+4*y,-1*~(x|y)+4*~(x|~y)-1*(x&~y)+4*(x&y), -1*~(x|y)+4*~(x|~y)-1*(x&~y)+4*(x&y),True,0.000262022018433
-1*(x^y)-2*(x|y)+(x|~y)+(~(x&~x))+4*(~(x|~y))+1*(x&~y)+1*(x&y),1*(~(x&~y))+1*~x,2*~(x|y)+2*~(x|~y)+1*(x&y), 2*~(x|y)+2*~(x|~y)+1*(x&y),True,0.000228881835938
2*(~(x&y))-4*(~(x^y))-1*x-2*(x^y)-1*(~(x&~y))+~y+~x-2*(~(x|y))-3*(~(x|~y))-3*(x&~y)+3*(x&y),-3*(~(x&~x)),3, 3,True,0.000121116638184
-2*(x^y)-1*x-1*(~(x^y))-1*(x|~y)+2*(~(x|y))+2*(~(x|~y))+4*(x&~y)+4*(x&y),1*(~(x&~x))-(~(x&y)),1*(x&y), 1*(x&y),True,0.000173807144165
-1*(~(x&y))-1*~y-1*(~(x&~x))+~x-1*(x|~y)+3*(x|y)-1*(~(x&~y))+4*(~(x|y))+1*(~(x|~y))+2*(x&~y)+1*(x&y),1*(x^y)+1*y,2*~(x|~y)+1*(x&~y)+1*(x&y), 2*~(x|~y)+1*(x&~y)+1*(x&y),True,0.000225067138672
(x|y)+~x+2*y-1*x-1*(x|~y)-1*(x^y)-1*(~(x&y))+(~(x&~x))+2*~y-1*(~(x|~y)),2*(~(x&~y)),2*~(x&~y), 2*~(x&~y),True,0.000180006027222
-1*y+2*x+(~(x&y))+(~(x^y))+(~(x&~y))-2*(x|y)-1*~x+(~(x&~x))+2*(x|~y)-5*(~(x|y))-5*(x&~y)-4*(x&y),-(x^y),-1*(x^y), -1*(x^y),True,0.000191926956177
-1*(~(x^y))-5*(~(x&~y))+2*(x|~y)-1*(x^y)+(x|y)+x+3*(~(x|y))+9*(~(x|~y))-4*(x&~y)+6*(x&y),-~y+4*y,-1*~(x|y)+4*~(x|~y)-1*(x&~y)+4*(x&y), -1*~(x|y)+4*~(x|~y)-1*(x&~y)+4*(x&y),True,0.0002601146698
2*(x^y)-1*~x+~y+(~(x&~x))+2*(~(x&~y))-1*(x|~y)-2*x+(x|y)-1*(~(x|y))-5*(~(x|~y))-2*(x&~y),1*(~(x^y)),1*~(x^y), 1*~(x^y),True,0.00018310546875
~x-1*y+(x|~y)-1*(~(x^y))+(x^y)+~y-1*(~(x&~x))+(x|y)-2*(~(x|y))-2*(~(x|~y))-2*(x&~y)-1*(x&y),-2*(~(x&~y))+1*(~(x&y)),-1*~(x|y)-1*~(x|~y)+1*(x&~y)-2*(x&y), -1*~(x|y)-1*~(x|~y)+1*(x&~y)-2*(x&y),True,0.00027322769165
-1*x-1*(x^y)-2*(~(x&~x))+(x|y)+5*(~(x|y))+3*(~(x|~y))+5*(x&~y)+4*(x&y),1*~x+2*(x|~y),3*~(x|y)+1*~(x|~y)+2*(x&~y)+2*(x&y), 3*~(x|y)+1*~(x|~y)+2*(x&~y)+2*(x&y),True,0.000242948532104
-1*(~(x&y))+2*y-1*~x+(~(x^y))-1*(x|y)+(x|~y)-1*(~(x|y))-1*(~(x|~y))-1*(x&~y)-4*(x&y),-(x^y)-(~(x&~x)),-1*~(x|y)-2*~(x|~y)-2*(x&~y)-1*(x&y), -1*~(x|y)-2*~(x|~y)-2*(x&~y)-1*(x&y),True,0.000277042388916
(x^y)-1*x+(~(x^y))-2*y+2*(~(x&y))-1*(~(x&~y))-1*(~(x&~x))-1*(x|y)+2*(~(x|~y))+1*(x&~y)+6*(x&y),1*(x|~y),1*(x|~y), 1*(x|~y),True,0.00018310546875
~y+5*(x|~y)-1*x-1*(~(x&~x))-1*(x^y)-1*(~(x&~y))-1*(~(x^y))-3*(~(x|y))+3*(~(x|~y))-4*(x&~y)-1*(x&y),1*y-(x|y),-1*(x&~y), -1*(x&~y),True,0.000181913375854
(~(x&~x))+y-2*(x^y)-1*~y+x-1*(~(x&~y))-2*~x-3*(~(x|y))-2*(~(x|~y))-4*(x&~y)-3*(x&y),-5*(~(x&y))-(~(x^y)),-6*~(x|y)-5*~(x|~y)-5*(x&~y)-1*(x&y), -6*~(x|y)-5*~(x|~y)-5*(x&~y)-1*(x&y),True,0.000281095504761
2*x-1*(~(x&~x))+(~(x^y))+y-1*(x|~y)+4*(x|y)+4*(~(x|y))-1*(~(x|~y))-1*(x&~y)-6*(x&y),3*(~(x&y)),3*~(x&y), 3*~(x&y),True,0.000182151794434
x+2*(~(x^y))+(x|y)-1*~x+(x^y)-1*(~(x&y))-1*(~(x&~x))-1*(~(x&~y))+1*(~(x|y))+3*(~(x|~y))-2*(x&~y)-2*(x&y),1*y-(x|~y),-1*~(x|y)+1*~(x|~y)-1*(x&~y), -1*~(x|y)+1*~(x|~y)-1*(x&~y),True,0.000240087509155
-1*(x|~y)+(~(x^y))+~x-1*(x^y)+(~(x&~y))-1*(~(x&~x))+(x|y)-2*(~(x|y))-3*(~(x|~y))+1*(x&~y)-1*(x&y),1*~y-2*(~(x&y)),-1*~(x|y)-2*~(x|~y)-1*(x&~y), -1*~(x|y)-2*~(x|~y)-1*(x&~y),True,0.000250101089478
-1*x-1*(x|y)-2*y-1*(~(x&y))-2*(~(x&~y))+~x-1*(x|~y)-1*(x^y)-1*~y+3*(~(x|y))+6*(~(x|~y))+6*(x&~y)+6*(x&y),-(~(x^y)),-1*~(x^y), -1*~(x^y),True,0.000183820724487
-1*~y-1*(x|y)+x-1*(~(x^y))+(~(x&~y))-1*(x^y)-1*(~(x|y))-1*(x&y),-(~(x&y))-(x|~y),-2*~(x|y)-1*~(x|~y)-2*(x&~y)-1*(x&y), -2*~(x|y)-1*~(x|~y)-2*(x&~y)-1*(x&y),True,0.000272989273071
-1*y-1*(~(x&~x))+2*x-1*(~(x^y))+(x|~y)-2*(x^y)+2*(x|y)+2*~y+1*(~(x|y))+4*(~(x|~y))-3*(x&~y)-2*(x&y),1*~x+1*(~(x&y)),2*~(x|y)+2*~(x|~y)+1*(x&~y), 2*~(x|y)+2*~(x|~y)+1*(x&~y),True,0.000231027603149
~y-2*(x|y)+(~(x&y))-2*x-1*(x^y)-1*y+3*(~(x|~y))+3*(x&~y)+7*(x&y),2*(~(x^y)),2*~(x^y), 2*~(x^y),True,0.000180006027222
(~(x^y))-2*y-1*(~(x&~y))+4*(~(x&y))-7*(~(x|y))-2*(~(x|~y))-7*(x&~y)+1*(x&y),-2*~y-(~(x&~x)),-3*~(x|y)-1*~(x|~y)-3*(x&~y)-1*(x&y), -3*~(x|y)-1*~(x|~y)-3*(x&~y)-1*(x&y),True,0.000308036804199
-1*(x|~y)+(~(x^y))+2*(~(x&~y))-1*~x+2*(x^y)-2*y-1*(~(x&~x))+3*x-1*(~(x|y))-3*(x&~y)-1*(x&y),-(~(x&y))+1*(x|y),-1*~(x|y)+1*(x&y), -1*~(x|y)+1*(x&y),True,0.000209093093872
-1*~x+(x|y)+(x|~y)+(~(x&~x))+(~(x&~y))-1*~y+x-2*(~(x|y))-3*(~(x|~y))-4*(x&~y)-5*(x&y),-(~(x&y)),-1*~(x&y), -1*~(x&y),True,0.000182867050171
(x^y)-1*(~(x&~y))-1*(~(x&y))+(~(x&~x))+x+~y+(x|y)+2*(~(x^y))-1*(~(x|y))-1*(~(x|~y))-3*(x&~y)-3*(x&y),1*(x|~y),1*(x|~y), 1*(x|~y),True,0.000178098678589
2*~y+(x|y)-1*(x|~y)-1*(~(x|y))+1*(~(x|~y))-2*(x&~y)+2*(x&y),2*y,2*y, 2*y,True,0.000163078308105
-1*~y+(~(x^y))-1*y+x-1*(x|~y)+2*~x+(~(x&y))-1*(~(x&~y))-2*(x^y)-1*(~(x|y))+1*(x&~y),-(x|y),-1*(x|y), -1*(x|y),True,0.000179052352905
(~(x&~x))-2*x-2*(x^y)-1*(~(x&y))-2*y+2*(x|y)+~y+(~(x^y))+2*(x|~y)-6*(~(x|y))-1*(x&~y)-2*(x&y),-2*~x,-2*~x, -2*~x,True,0.000168085098267
(~(x&~x))+(~(x&~y))+(x^y)-1*~x+2*(~(x&y))+(x|y)-2*(~(x|y))-5*(~(x|~y))-5*(x&~y)-2*(x&y),1*(~(x^y)),1*~(x^y), 1*~(x^y),True,0.000180959701538
(~(x&~y))-5*(~(x&y))-1*(x^y)+2*(~(x^y))+5*(~(x&~x))+~y+x-1*(x|~y)-2*~x-1*(~(x|y))+1*(~(x|~y))-9*(x&y),-y,-1*y, -1*y,True,0.000169038772583
-1*y-2*~x+~y-1*(x^y)-1*(~(x&~x))+2*(~(x&~y))-1*(~(x&y))+3*(~(x^y))-1*(x|y)-2*(~(x|y))+5*(~(x|~y))+2*(x&~y)-3*(x&y),-x,-1*x, -1*x,True,0.000167846679688
-1*(~(x^y))+2*(~(x&y))-1*(x^y)-1*(x|~y)-1*(~(x&~x))-1*~x-2*(~(x&~y))-1*y+3*(~(x|y))+5*(~(x|~y))+1*(x&~y)+7*(x&y),-~y+1*(x|y),-1*~(x|y)+1*~(x|~y)+1*(x&y), -1*~(x|y)+1*~(x|~y)+1*(x&y),True,0.000226020812988
-1*(x|y)+(~(x&~y))+2*y-2*~y-1*~x-1*(~(x&~x))+(~(x^y))+x+2*(~(x|y))-1*(~(x|~y))+3*(x&~y)-2*(x&y),-(~(x&y))+1*(x|~y),-1*~(x|~y)+1*(x&y), -1*~(x|~y)+1*(x&y),True,0.000204801559448
(~(x^y))+(~(x&y))+2*x+(~(x&~y))-3*(~(x|y))-2*(~(x|~y))-3*(x&~y)-6*(x&y),2*~y-2*(x|~y),-2*(x&y), -2*(x&y),True,0.000174045562744
(~(x&y))-1*(x|y)+~x+(~(x^y))+2*(~(x&~y))+x-1*(x^y)+~y-2*(~(x|y))-2*(~(x|~y))+3*(x&~y)+1*(x&y),4*(x|~y),4*(x|~y), 4*(x|~y),True,0.000174999237061
-1*(x|y)-2*(x^y)+~y+(~(x&~y))-1*(x|~y)-1*~x+(~(x&y))+y+2*(~(x|~y))+4*(x&~y)+2*(x&y),1*x+1*(~(x&~x)),1*~(x|y)+1*~(x|~y)+2*(x&~y)+2*(x&y), 1*~(x|y)+1*~(x|~y)+2*(x&~y)+2*(x&y),True,0.000246047973633
2*(x|~y)+(x|y)+3*~y+(~(x&y))+(~(x&~x))-8*(~(x|y))-2*(~(x|~y))-6*(x&~y)-4*(x&y),2*(x^y)-~x,-1*~(x|y)+1*~(x|~y)+2*(x&~y), -1*~(x|y)+1*~(x|~y)+2*(x&~y),True,0.000227928161621
(~(x&~y))-1*(~(x&y))+2*y+(~(x&~x))-2*~y-1*(~(x^y))-1*(x|~y)+4*x+3*(~(x|y))-1*(~(x|~y))+1*(x&~y)-4*(x&y),2*(x|y),2*(x|y), 2*(x|y),True,0.000173807144165
2*(~(x^y))-2*(x|y)-2*(~(x&~x))+(~(x&~y))+(~(x&y))+(x|~y)-3*(~(x|y))+2*(~(x|~y))+3*(x&~y)-1*(x&y),1*(x^y)-y,1*(x&~y)-1*(x&y), 1*(x&~y)-1*(x&y),True,0.000198841094971
-1*(x|~y)-2*(~(x&~y))-1*(x|y)+(~(x&y))-1*x+4*(~(x|y))+2*(~(x|~y))+3*(x&~y)+6*(x&y),1*(~(x^y))+1*~y,2*~(x|y)+1*(x&~y)+1*(x&y), 2*~(x|y)+1*(x&~y)+1*(x&y),True,0.000217914581299
~x-1*(~(x^y))-1*(~(x&y))-1*(x|~y)+y-1*~y-2*(x^y)+2*(~(x|y))+2*(~(x|~y))+7*(x&~y)+2*(x&y),-(~(x&~y))+2*(x|y),-1*~(x|y)+1*~(x|~y)+2*(x&~y)+1*(x&y), -1*~(x|y)+1*~(x|~y)+2*(x&~y)+1*(x&y),True,0.000249147415161
-1*(x|y)+2*~y+(~(x&y))+2*(~(x&~y))-2*(~(x^y))+(x|~y)-1*(~(x&~x))+y-3*(~(x|y))-1*(~(x|~y))+1*(x&~y)+2*(x&y),2*x+1*(x^y),1*~(x|~y)+3*(x&~y)+2*(x&y), 1*~(x|~y)+3*(x&~y)+2*(x&y),True,0.000222206115723
-2*(x|~y)-2*(~(x^y))-1*(~(x&~x))+2*(~(x&y))-1*~y-1*~x-1*y+5*(~(x|y))+3*(~(x|~y))+3*(x&~y)+5*(x&y),2*(x^y)-x,2*~(x|~y)+1*(x&~y)-1*(x&y), 2*~(x|~y)+1*(x&~y)-1*(x&y),True,0.000226020812988
-1*~x-1*x+2*(x|y)+(~(x&y))+(x^y)-1*y-1*(~(x&~x))-5*~y+5*(~(x|y))-3*(~(x|~y))+3*(x&~y),1*(~(x^y))-2*(~(x&~y)),-1*~(x|y)-2*~(x|~y)-1*(x&y), -1*~(x|y)-2*~(x|~y)-1*(x&y),True,0.000247955322266
-3*(~(x^y))-5*(x|y)-1*(~(x&y))-3*(~(x&~y))-1*(x^y)+(x|~y)-1*x+(~(x&~x))+4*(~(x|y))+8*(~(x|~y))+6*(x&~y)+10*(x&y),-~x,-1*~x, -1*~x,True,0.000174999237061
-1*~y+x-1*(~(x&~x))-1*(~(x&y))+(~(x^y))-2*~x+4*(~(x|y))+2*(~(x|~y))+1*(x&~y)-2*(x&y),-(x^y)-y,-2*~(x|~y)-1*(x&~y)-1*(x&y), -2*~(x|~y)-1*(x&~y)-1*(x&y),True,0.000234842300415
-1*(~(x&~y))-1*(~(x^y))+(x|~y)-1*(x|y)-1*(~(x&y))-1*~y+2*(x^y)+y+4*(~(x|y))+1*(~(x|~y))-1*(x&~y),1*~x-x,1*~(x|y)+1*~(x|~y)-1*(x&~y)-1*(x&y), 1*~(x|y)+1*~(x|~y)-1*(x&~y)-1*(x&y),True,0.000257968902588
-2*(x^y)+(~(x&y))+x+(x|y)+2*(~(x&~x))-1*(x|~y)-2*(~(x|y))-1*(~(x|~y))-2*(x&~y)-2*(x&y),1*y,1*y, 1*y,True,0.000160932540894
-5*~y+(~(x^y))-1*~x-1*(x|~y)-1*(x^y)+(~(x&y))+(~(x&~x))+3*(~(x|y))-1*(~(x|~y))+4*(x&~y)-3*(x&y),-x-(~(x&~y)),-1*~(x|y)-1*~(x|~y)-1*(x&~y)-2*(x&y), -1*~(x|y)-1*~(x|~y)-1*(x&~y)-2*(x&y),True,0.000272989273071
